node,total_energy_demand
AT,2.5431733381567803
BE,2.90812680148697
BG,0.2067760171120913
HR,0.2582760713635553
CY,0.0745055940832982
CZ,1.0264661757172389
DK,1.7395657123712351
EE,0.0938416028521892
FI,0.614276299447416
FR,17.155407711865955
DE,17.112138613596972
EL,0.3215537213035056
HU,0.9086989364221036
IS,0.0921886758418365
IE,1.4289868945530584
IT,10.118934684859278
LV,0.0983108714621232
LI,0.0137848574546546
LT,0.1421828482966809
LU,0.0614143884276301
MT,0.0414239692851985
NL,1.477282009549379
NO,0.8024161202230761
PL,3.549123123876447
PT,0.9201811138730996
RO,1.6838542226553628
SK,0.55728293119845
SI,0.5941825322740906
ES,7.661142423607582
SE,1.8381231878370548
CH,1.999524350894336
UK,14.974902539451293
